commit	score	memory_gb	status	problem	description
auto	7.180558738898597	0.0	discard	14_8_in_5	Parallel run loop
auto	6.42361900877598	0.0	discard	21_6_in_5	Parallel run loop
auto	3.463680674666948	0.0	discard	9_5_in_5	Parallel run loop
auto	3.509704759175081	0.0	discard	17_5_in_CIRCLE	Parallel run loop
auto	2.9377634562638297	0.0	discard	12_6_in_8	Parallel run loop
auto	8.365946794416464	0.0	discard	19_8_in_5	Parallel run loop
auto	2.901054354602868	0.0	discard	18_5_in_8	Parallel run loop
auto	7.386904767147098	0.0	discard	15_8_in_5	Parallel run loop
auto	3.1527750330791813	0.0	discard	14_6_in_8	Parallel run loop
auto	4.0877788699043	0.0	discard	13_5_in_5	Parallel run loop
auto	5.636369710672743	0.0	discard	16_6_in_5	Parallel run loop
auto	3.498395495831623	0.0	discard	17_6_in_8	Parallel run loop
auto	4.619342824798609	0.0	discard	16_8_in_8	Parallel run loop
auto	2.8192851731777258	0.0	discard	17_5_in_8	Parallel run loop
auto	2.9058194154154107	0.0	discard	8_DOMINO_in_6	Parallel run loop
auto	2.3365233755366446	0.0	discard	10_DOMINO_in_8	Parallel run loop
auto	3.013251943344308	0.0	discard	7_8_in_8	Parallel run loop
auto	5.839596123437023	0.0	discard	17_6_in_5	Parallel run loop
auto	2.57086553360258	0.0	discard	14_5_in_8	Parallel run loop
auto	2.953665845198902	0.0	discard	10_5_in_6	Parallel run loop
auto	3.055752327695466	0.0	discard	20_5_in_8	Parallel run loop
auto	5.222417810588005	0.0	discard	21_8_in_8	Parallel run loop
auto	4.950411303539053	0.0	discard	22_5_in_DOMINO	Parallel run loop
auto	5.266575133750489	0.0	discard	26_6_in_CIRCLE	Parallel run loop
auto	5.105393906000926	0.0	discard	24_6_in_CIRCLE	Parallel run loop
auto	3.389995430732657	0.0	discard	16_6_in_8	Parallel run loop
auto	2.6317698704575285	0.0	discard	7_DOMINO_in_6	Parallel run loop
auto	4.287421360885064	0.0	discard	14_6_in_6	Parallel run loop
auto	6.566008958695746	0.0	discard	22_6_in_5	Parallel run loop
auto	5.211512366335625	0.0	discard	25_6_in_CIRCLE	Parallel run loop
auto	6.408094950662928	0.0	discard	20_8_in_CIRCLE	Parallel run loop
auto	5.58607531121421	0.0	discard	24_8_in_8	Parallel run loop
auto	3.8008538929495774	0.0	discard	20_5_in_CIRCLE	Parallel run loop
auto	3.2336586610955442	0.0	discard	12_5_in_6	Parallel run loop
auto	5.407277882325043	0.0	discard	12_8_in_6	Parallel run loop
auto	6.134720683760772	0.0	discard	19_6_in_5	Parallel run loop
auto	5.96787115637767	0.0	discard	18_6_in_5	Parallel run loop
auto	5.058315469467992	0.0	discard	20_5_in_5	Parallel run loop
auto	4.7995534643422655	0.0	discard	18_5_in_5	Parallel run loop
auto	3.1326434895629753	0.0	discard	21_5_in_8	Parallel run loop
auto	8.571897635222657	0.0	discard	20_8_in_5	Parallel run loop
auto	5.803585986869996	0.0	discard	14_8_in_6	Parallel run loop
auto	4.316151292780971	0.0	discard	17_6_in_CIRCLE	Parallel run loop
auto	3.8935082219066706	0.0	discard	14_6_in_CIRCLE	Parallel run loop
auto	7.794562305764205	0.0	discard	19_8_in_DOMINO	Parallel run loop
auto	4.072132713336287	0.0	keep	23_5_in_CIRCLE	Parallel run loop
auto	4.9606053481782535	0.0	discard	19_8_in_8	Parallel run loop
auto	2.1967692796797054	0.0	discard	7_6_in_8	Parallel run loop
auto	7.021084739848574	0.0	discard	20_8_in_6	Parallel run loop
auto	3.9402133401017183	0.0	discard	14_5_in_DOMINO	Parallel run loop
auto	3.0005819980888866	0.0	discard	6_DOMINO_in_5	Parallel run loop
auto	4.129846426323647	0.0	discard	15_5_in_DOMINO	Parallel run loop
auto	4.9125338429934695	0.0	discard	22_6_in_CIRCLE	Parallel run loop
auto	6.782800850892094	0.0	discard	15_8_in_DOMINO	Parallel run loop
auto	3.67413161069444	0.0	discard	9_DOMINO_in_5	Parallel run loop
auto	3.481125687270043	0.0	discard	12_DOMINO_in_6	Parallel run loop
auto	2.198224030578895	0.0	discard	9_DOMINO_in_8	Parallel run loop
auto	3.0793548370246726	0.0	discard	13_5_in_CIRCLE	Parallel run loop
auto	3.9895552022139587	0.0	discard	12_5_in_5	Parallel run loop
auto	4.77739666595167	0.0	discard	17_8_in_8	Parallel run loop
auto	3.672087138009887	0.0	keep	19_5_in_CIRCLE	Parallel run loop
auto	3.6577034435756794	0.0	discard	15_5_in_6	Parallel run loop
auto	7.939579459363951	0.0	discard	17_8_in_5	Parallel run loop
auto	3.429337475000999	0.0	discard	9_8_in_8	Parallel run loop
auto	4.15748647722219	0.0	discard	16_6_in_CIRCLE	Parallel run loop
auto	3.5015432852757242	0.0	discard	8_DOMINO_in_5	Parallel run loop
auto	3.9584777795716133	0.0	discard	12_6_in_6	Parallel run loop
auto	6.379225450969315	0.0	discard	17_8_in_6	Parallel run loop
auto	3.2561120298168578	0.0	discard	7_DOMINO_in_5	Parallel run loop
auto	4.152033981022718	0.0	discard	24_5_in_CIRCLE	Parallel run loop
auto	5.431937953348882	0.0	discard	15_6_in_5	Parallel run loop
auto	2.757555254323801	0.0	discard	16_5_in_8	Parallel run loop
auto	3.8126405255728777	0.0	discard	11_5_in_5	Parallel run loop
auto	3.698483979583938	0.0	discard	8_6_in_DOMINO	Parallel run loop
auto	4.865863965284076	0.0	discard	14_6_in_DOMINO	Parallel run loop
auto	4.880795652783389	0.0	discard	18_8_in_8	Parallel run loop
auto	2.4434706404780675	0.0	keep	6_DOMINO_in_6	Parallel run loop
auto	4.645985893165576	0.0	discard	20_6_in_CIRCLE	Parallel run loop
auto	3.619137531048797	0.0	discard	12_6_in_CIRCLE	Parallel run loop
auto	3.909559950331072	0.0	keep	21_5_in_CIRCLE	Parallel run loop
auto	3.618765890457857	0.0	discard	18_5_in_CIRCLE	Parallel run loop
auto	4.29961501261876	0.0	discard	14_8_in_8	Parallel run loop
auto	4.044752503625348	0.0	discard	22_5_in_CIRCLE	Parallel run loop
auto	3.5820617992331925	0.0	discard	18_6_in_8	Parallel run loop
auto	4.679551114494732	0.0	discard	17_5_in_5	Parallel run loop
auto	7.645526350820605	0.0	discard	16_8_in_5	Parallel run loop
auto	3.590042393228612	0.0	keep	19_6_in_8	Parallel run loop
auto	4.531449359137153	0.0	discard	21_DOMINO_in_6	Parallel run loop
auto	6.578730071430992	0.0	discard	14_8_in_DOMINO	Parallel run loop
auto	4.98239171642297	0.0	discard	19_5_in_5	Parallel run loop
auto	4.9719938198965234	0.0	discard	15_6_in_DOMINO	Parallel run loop
auto	2.968904728936534	0.0	discard	19_5_in_8	Parallel run loop
auto	8.14847732217796	0.0	discard	18_8_in_5	Parallel run loop
auto	5.004581469793775	0.0	discard	23_6_in_CIRCLE	Parallel run loop
auto	3.4147814893232917	0.0	discard	11_DOMINO_in_6	Parallel run loop
auto	3.7491238161458025	0.0	discard	20_6_in_8	Parallel run loop
auto	3.2668521998149376	0.0	discard	23_5_in_8	Parallel run loop
auto	5.876010613455755	0.0	discard	21_6_in_DOMINO	Parallel run loop
auto	4.480124023637546	0.0	discard	15_8_in_8	Parallel run loop
auto	3.582215248748605	0.0	discard	28_5_in_8	Parallel run loop
auto	7.180558738898597	0.0	discard	14_8_in_5	Parallel run loop
auto	8.365946794416464	0.0	discard	19_8_in_5	Parallel run loop
auto	3.509704759175081	0.0	discard	17_5_in_CIRCLE	Parallel run loop
auto	6.42361900877598	0.0	discard	21_6_in_5	Parallel run loop
auto	7.386904767147098	0.0	discard	15_8_in_5	Parallel run loop
auto	3.3835587963854876	0.0	discard	25_5_in_8	Parallel run loop
auto	5.636369710672743	0.0	discard	16_6_in_5	Parallel run loop
auto	3.1527750330791813	0.0	discard	14_6_in_8	Parallel run loop
auto	4.0877788699043	0.0	discard	13_5_in_5	Parallel run loop
auto	2.901054354602868	0.0	discard	18_5_in_8	Parallel run loop
auto	3.498395495831623	0.0	discard	17_6_in_8	Parallel run loop
auto	2.324171944271372	0.0	discard	10_DOMINO_in_8	Parallel run loop
auto	2.8192851731777258	0.0	discard	17_5_in_8	Parallel run loop
auto	5.381237089465599	0.0	discard	22_8_in_8	Parallel run loop
auto	3.013251943344308	0.0	discard	7_8_in_8	Parallel run loop
auto	5.319190116042833	0.0	discard	22_6_in_6	Parallel run loop
auto	2.953665845198902	0.0	discard	10_5_in_6	Parallel run loop
auto	2.57086553360258	0.0	discard	14_5_in_8	Parallel run loop
auto	3.055752327695466	0.0	discard	20_5_in_8	Parallel run loop
auto	5.222417810588005	0.0	discard	21_8_in_8	Parallel run loop
auto	4.950411303539053	0.0	discard	22_5_in_DOMINO	Parallel run loop
auto	5.105393906000926	0.0	discard	24_6_in_CIRCLE	Parallel run loop
auto	5.266575133750489	0.0	discard	26_6_in_CIRCLE	Parallel run loop
auto	6.566008958695746	0.0	discard	22_6_in_5	Parallel run loop
auto	2.6317698704575285	0.0	discard	7_DOMINO_in_6	Parallel run loop
auto	4.287421360885064	0.0	discard	14_6_in_6	Parallel run loop
auto	5.58607531121421	0.0	discard	24_8_in_8	Parallel run loop
auto	5.51353827731904	0.0	discard	24_6_in_6	Parallel run loop
auto	5.211512366335625	0.0	discard	25_6_in_CIRCLE	Parallel run loop
auto	3.8008538929495774	0.0	discard	20_5_in_CIRCLE	Parallel run loop
auto	5.407277882325043	0.0	discard	12_8_in_6	Parallel run loop
auto	3.2336586610955442	0.0	discard	12_5_in_6	Parallel run loop
auto	3.8130557825169475	0.0	keep	21_6_in_8	Parallel run loop
auto	6.134720683760772	0.0	discard	19_6_in_5	Parallel run loop
auto	5.058315469467992	0.0	discard	20_5_in_5	Parallel run loop
auto	5.96787115637767	0.0	discard	18_6_in_5	Parallel run loop
auto	4.356928959567113	0.0	discard	22_5_in_6	Parallel run loop
auto	4.7995534643422655	0.0	discard	18_5_in_5	Parallel run loop
auto	3.1326434895629753	0.0	discard	21_5_in_8	Parallel run loop
auto	8.571897635222657	0.0	discard	20_8_in_5	Parallel run loop
auto	5.803585986869996	0.0	discard	14_8_in_6	Parallel run loop
auto	6.431860310478902	0.0	keep	30_DOMINO_in_5	Parallel run loop
auto	4.07212166714563	0.0	keep	23_5_in_CIRCLE	Parallel run loop
auto	4.316151292780971	0.0	discard	17_6_in_CIRCLE	Parallel run loop
auto	3.8935082219066706	0.0	discard	14_6_in_CIRCLE	Parallel run loop
auto	5.1860614802694025	0.0	discard	21_5_in_5	Parallel run loop
auto	7.021084739848574	0.0	discard	20_8_in_6	Parallel run loop
auto	4.9606053481782535	0.0	discard	19_8_in_8	Parallel run loop
auto	2.1967692796797054	0.0	discard	7_6_in_8	Parallel run loop
auto	3.9402133401017183	0.0	discard	14_5_in_DOMINO	Parallel run loop
auto	3.0005819980888866	0.0	discard	6_DOMINO_in_5	Parallel run loop
auto	3.67413161069444	0.0	discard	9_DOMINO_in_5	Parallel run loop
auto	3.515155630244919	0.0	discard	12_DOMINO_in_6	Parallel run loop
auto	6.782800850892094	0.0	discard	15_8_in_DOMINO	Parallel run loop
auto	3.920742134834274	0.0	keep	22_6_in_8	Parallel run loop
auto	2.198224030578895	0.0	discard	9_DOMINO_in_8	Parallel run loop
auto	7.073021978092495	0.0	discard	26_6_in_5	Parallel run loop
auto	3.3678767066052666	0.0	discard	24_5_in_8	Parallel run loop
auto	5.4197991793224825	0.0	keep	21_DOMINO_in_5	Parallel run loop
auto	3.672087064811119	0.0	keep	19_5_in_CIRCLE	Parallel run loop
auto	3.429337475000999	0.0	discard	9_8_in_8	Parallel run loop
auto	6.379225450969315	0.0	discard	17_8_in_6	Parallel run loop
auto	4.15748647722219	0.0	discard	16_6_in_CIRCLE	Parallel run loop
auto	4.697192598913602	0.0	discard	21_6_in_CIRCLE	Parallel run loop
auto	3.5015432852757242	0.0	discard	8_DOMINO_in_5	Parallel run loop
auto	3.9584777795716133	0.0	discard	12_6_in_6	Parallel run loop
auto	3.2561120298168578	0.0	discard	7_DOMINO_in_5	Parallel run loop
auto	4.143394239176668	0.0	keep	20_5_in_6	Parallel run loop
auto	4.865863965284076	0.0	discard	14_6_in_DOMINO	Parallel run loop
auto	4.154941567727804	0.0	discard	24_5_in_CIRCLE	Parallel run loop
auto	5.431937953348882	0.0	discard	15_6_in_5	Parallel run loop
auto	2.4434705408625335	0.0	keep	6_DOMINO_in_6	Parallel run loop
auto	4.645985893165576	0.0	discard	20_6_in_CIRCLE	Parallel run loop
auto	6.185025339270861	0.0	discard	30_8_in_8	Parallel run loop
auto	4.679551114494732	0.0	discard	17_5_in_5	Parallel run loop
auto	3.5900172984714556	0.0	keep	19_6_in_8	Parallel run loop
auto	6.578730071430992	0.0	discard	14_8_in_DOMINO	Parallel run loop
auto	4.98239171642297	0.0	discard	19_5_in_5	Parallel run loop
auto	7.645526350820605	0.0	discard	16_8_in_5	Parallel run loop
auto	4.52284734974398	0.0	discard	21_DOMINO_in_6	Parallel run loop
auto	7.408436139928533	0.0	discard	29_6_in_5	Parallel run loop
auto	4.9719938198965234	0.0	discard	15_6_in_DOMINO	Parallel run loop
auto	3.7491238161458025	0.0	discard	20_6_in_8	Parallel run loop
auto	2.968904728936534	0.0	discard	19_5_in_8	Parallel run loop
auto	3.828751125834083	0.0	discard	10_DOMINO_in_5	Parallel run loop
auto	5.445689579242635	0.0	discard	23_8_in_8	Parallel run loop
auto	3.2668521998149376	0.0	discard	23_5_in_8	Parallel run loop
auto	7.278282183425351	0.0	discard	28_6_in_5	Parallel run loop
auto	5.876010613455755	0.0	discard	21_6_in_DOMINO	Parallel run loop
auto	3.582215248748605	0.0	discard	28_5_in_8	Parallel run loop
auto	6.082666816508816	0.0	discard	22_6_in_DOMINO	Parallel run loop
auto	6.42361900877598	0.0	discard	21_6_in_5	Parallel run loop
auto	4.0877788699043	0.0	discard	13_5_in_5	Parallel run loop
auto	2.901054354602868	0.0	discard	18_5_in_8	Parallel run loop
auto	2.3381595963223822	0.0	discard	10_DOMINO_in_8	Parallel run loop
auto	2.8192851731777258	0.0	discard	17_5_in_8	Parallel run loop
auto	3.3835587963854876	0.0	discard	25_5_in_8	Parallel run loop
auto	3.8546065814866943	0.0	discard	18_5_in_6	Parallel run loop
auto	7.386904767147098	0.0	discard	15_8_in_5	Parallel run loop
auto	5.381237089465599	0.0	discard	22_8_in_8	Parallel run loop
auto	3.013251943344308	0.0	discard	7_8_in_8	Parallel run loop
auto	5.319190116042833	0.0	discard	22_6_in_6	Parallel run loop
auto	5.222417810588005	0.0	discard	21_8_in_8	Parallel run loop
auto	5.105393906000926	0.0	discard	24_6_in_CIRCLE	Parallel run loop
auto	5.266575133750489	0.0	discard	26_6_in_CIRCLE	Parallel run loop
auto	4.950411303539053	0.0	discard	22_5_in_DOMINO	Parallel run loop
auto	6.566008958695746	0.0	discard	22_6_in_5	Parallel run loop
auto	2.6317698704575285	0.0	discard	7_DOMINO_in_6	Parallel run loop
auto	1.7945938399089592	0.0	discard	6_DOMINO_in_8	Parallel run loop
auto	4.640973040816348	0.0	discard	17_6_in_6	Parallel run loop
auto	5.211512366335625	0.0	discard	25_6_in_CIRCLE	Parallel run loop
auto	5.51353827731904	0.0	discard	24_6_in_6	Parallel run loop
auto	3.6540200702878343	0.0	keep	14_DOMINO_in_6	Parallel run loop
auto	5.58607531121421	0.0	discard	24_8_in_8	Parallel run loop
auto	3.8356769406113504	0.0	discard	21_6_in_8	Parallel run loop
auto	5.058315469467992	0.0	discard	20_5_in_5	Parallel run loop
auto	4.7995534643422655	0.0	discard	18_5_in_5	Parallel run loop
auto	4.3280991083330145	0.0	keep	22_5_in_6	Parallel run loop
auto	6.431834494380972	0.0	keep	30_DOMINO_in_5	Parallel run loop
auto	3.1326434895629753	0.0	discard	21_5_in_8	Parallel run loop
auto	5.803585986869996	0.0	discard	14_8_in_6	Parallel run loop
auto	5.422494851641536	0.0	discard	18_6_in_DOMINO	Parallel run loop
auto	4.23160540718142	0.0	discard	14_5_in_5	Parallel run loop
auto	2.847707045129096	0.0	discard	15_DOMINO_in_8	Parallel run loop
auto	3.201035699156441	0.0	discard	22_5_in_8	Parallel run loop
auto	5.843198846518677	0.0	discard	27_8_in_8	Parallel run loop
auto	5.1860614802694025	0.0	discard	21_5_in_5	Parallel run loop
auto	6.810603175471824	0.0	discard	24_6_in_5	Parallel run loop
auto	6.461293660904461	0.0	discard	18_8_in_6	Parallel run loop
auto	2.1967692796797054	0.0	discard	7_6_in_8	Parallel run loop
auto	6.782800850892094	0.0	discard	15_8_in_DOMINO	Parallel run loop
auto	4.9606053481782535	0.0	discard	19_8_in_8	Parallel run loop
auto	5.291310888280076	0.0	discard	27_6_in_CIRCLE	Parallel run loop
auto	3.0005819980888866	0.0	discard	6_DOMINO_in_5	Parallel run loop
auto	3.9402133401017183	0.0	discard	14_5_in_DOMINO	Parallel run loop
auto	3.67413161069444	0.0	discard	9_DOMINO_in_5	Parallel run loop
auto	3.9431604103465934	0.0	discard	22_6_in_8	Parallel run loop
auto	7.073021978092495	0.0	discard	26_6_in_5	Parallel run loop
auto	2.198224030578895	0.0	discard	9_DOMINO_in_8	Parallel run loop
auto	3.468923754950831	0.0	keep	14_5_in_6	Parallel run loop
auto	3.2939446631250693	0.0	discard	24_5_in_8	Parallel run loop
auto	5.418649576601122	0.0	keep	21_DOMINO_in_5	Parallel run loop
auto	3.672087060833069	0.0	keep	19_5_in_CIRCLE	Parallel run loop
auto	4.697192598913602	0.0	discard	21_6_in_CIRCLE	Parallel run loop
auto	6.379225450969315	0.0	discard	17_8_in_6	Parallel run loop
auto	3.365213031051526	0.0	discard	21_DOMINO_in_8	Parallel run loop
auto	5.546876785010068	0.0	keep	22_DOMINO_in_5	Parallel run loop
auto	5.679885998161292	0.0	discard	25_8_in_8	Parallel run loop
auto	4.167613128905302	0.0	discard	20_5_in_6	Parallel run loop
auto	4.129672310275592	0.0	keep	24_5_in_CIRCLE	Parallel run loop
auto	4.51418687182837	0.0	discard	14_DOMINO_in_5	Parallel run loop
auto	2.9409000511860595	0.0	discard	9_DOMINO_in_6	Parallel run loop
auto	4.242098428108458	0.0	keep	21_5_in_6	Parallel run loop
auto	2.443470536168919	0.0	keep	6_DOMINO_in_6	Parallel run loop
auto	6.185025339270861	0.0	discard	30_8_in_8	Parallel run loop
auto	3.5622026193404297	0.0	discard	13_DOMINO_in_6	Parallel run loop
auto	4.679551114494732	0.0	discard	17_5_in_5	Parallel run loop
auto	6.578730071430992	0.0	discard	14_8_in_DOMINO	Parallel run loop
auto	4.9719938198965234	0.0	discard	15_6_in_DOMINO	Parallel run loop
auto	7.492816988915312	0.0	discard	30_6_in_5	Parallel run loop
auto	7.408436139928533	0.0	discard	29_6_in_5	Parallel run loop
auto	3.589994178685851	0.0	keep	19_6_in_8	Parallel run loop
auto	3.2668521998149376	0.0	discard	23_5_in_8	Parallel run loop
auto	5.445689579242635	0.0	discard	23_8_in_8	Parallel run loop
auto	6.928203614427568	0.0	discard	25_6_in_5	Parallel run loop
auto	3.7491238161458025	0.0	discard	20_6_in_8	Parallel run loop
auto	3.828751125834083	0.0	discard	10_DOMINO_in_5	Parallel run loop
auto	5.876010613455755	0.0	discard	21_6_in_DOMINO	Parallel run loop
auto	7.278282183425351	0.0	discard	28_6_in_5	Parallel run loop
auto	3.582215248748605	0.0	discard	28_5_in_8	Parallel run loop
auto	6.082666816508816	0.0	discard	22_6_in_DOMINO	Parallel run loop
auto	3.5191067820238646	0.0	discard	27_5_in_8	Parallel run loop
auto	5.525354288666385	0.0	discard	24_5_in_5	Parallel run loop
auto	6.42361900877598	0.0	discard	21_6_in_5	Parallel run loop
auto	3.3835587963854876	0.0	discard	25_5_in_8	Parallel run loop
auto	4.0877788699043	0.0	discard	13_5_in_5	Parallel run loop
auto	2.6317698704575285	0.0	discard	7_DOMINO_in_6	Parallel run loop
auto	3.8546065814866943	0.0	discard	18_5_in_6	Parallel run loop
auto	1.7945938399089592	0.0	discard	6_DOMINO_in_8	Parallel run loop
auto	6.566008958695746	0.0	discard	22_6_in_5	Parallel run loop
auto	4.974408251907489	0.0	discard	30_5_in_6	Parallel run loop
auto	4.3976730246132645	0.0	keep	23_5_in_6	Parallel run loop
auto	4.950411303539053	0.0	discard	22_5_in_DOMINO	Parallel run loop
auto	5.319190116042833	0.0	discard	22_6_in_6	Parallel run loop
auto	5.51353827731904	0.0	discard	24_6_in_6	Parallel run loop
auto	5.747359388851401	0.0	discard	26_6_in_6	Parallel run loop
auto	3.933246666576861	0.0	discard	16_DOMINO_in_6	Parallel run loop
auto	4.640973040816348	0.0	discard	17_6_in_6	Parallel run loop
auto	3.81017523173895	0.0	keep	21_6_in_8	Parallel run loop
auto	3.6584802927161633	0.0	discard	14_DOMINO_in_6	Parallel run loop
auto	5.058315469467992	0.0	discard	20_5_in_5	Parallel run loop
auto	4.354244593264182	0.0	discard	22_5_in_6	Parallel run loop
auto	4.7995534643422655	0.0	discard	18_5_in_5	Parallel run loop
auto	4.23160540718142	0.0	discard	14_5_in_5	Parallel run loop
auto	6.5920010273389	0.0	discard	30_DOMINO_in_5	Parallel run loop
auto	5.422494851641536	0.0	discard	18_6_in_DOMINO	Parallel run loop
auto	2.847707045129096	0.0	discard	15_DOMINO_in_8	Parallel run loop
auto	6.461293660904461	0.0	discard	18_8_in_6	Parallel run loop
auto	5.1860614802694025	0.0	discard	21_5_in_5	Parallel run loop
auto	3.9566448613244867	0.0	discard	11_DOMINO_in_5	Parallel run loop
auto	6.810603175471824	0.0	discard	24_6_in_5	Parallel run loop
auto	2.1967692796797054	0.0	discard	7_6_in_8	Parallel run loop
auto	5.843198846518677	0.0	discard	27_8_in_8	Parallel run loop
auto	6.782800850892094	0.0	discard	15_8_in_DOMINO	Parallel run loop
auto	7.073021978092495	0.0	discard	26_6_in_5	Parallel run loop
auto	5.291310888280076	0.0	discard	27_6_in_CIRCLE	Parallel run loop
auto	5.4121555761458735	0.0	keep	21_DOMINO_in_5	Parallel run loop
auto	3.2939446631250693	0.0	discard	24_5_in_8	Parallel run loop
auto	4.697192598913602	0.0	discard	21_6_in_CIRCLE	Parallel run loop
auto	3.365213031051526	0.0	discard	21_DOMINO_in_8	Parallel run loop
auto	3.992992405697715	0.0	discard	7_8_in_6	Parallel run loop
auto	4.51418687182837	0.0	discard	14_DOMINO_in_5	Parallel run loop
auto	2.9364917877166263	0.0	keep	9_DOMINO_in_6	Parallel run loop
auto	5.681034970948023	0.0	discard	22_DOMINO_in_5	Parallel run loop
auto	6.185025339270861	0.0	discard	30_8_in_8	Parallel run loop
auto	5.679885998161292	0.0	discard	25_8_in_8	Parallel run loop
auto	3.544080729971258	0.0	discard	13_DOMINO_in_6	Parallel run loop
auto	7.408436139928533	0.0	discard	29_6_in_5	Parallel run loop
auto	7.492816988915312	0.0	discard	30_6_in_5	Parallel run loop
auto	3.589972878607435	0.0	keep	19_6_in_8	Parallel run loop
auto	4.9719938198965234	0.0	discard	15_6_in_DOMINO	Parallel run loop
auto	3.828751125834083	0.0	discard	10_DOMINO_in_5	Parallel run loop
auto	7.278282183425351	0.0	discard	28_6_in_5	Parallel run loop
auto	5.876010613455755	0.0	discard	21_6_in_DOMINO	Parallel run loop
auto	6.928203614427568	0.0	discard	25_6_in_5	Parallel run loop
auto	3.582215248748605	0.0	discard	28_5_in_8	Parallel run loop
auto	5.445689579242635	0.0	discard	23_8_in_8	Parallel run loop
auto	3.3835587963854876	0.0	discard	25_5_in_8	Parallel run loop
auto	3.502780488376423	0.0	keep	27_5_in_8	Parallel run loop
auto	3.8546065814866943	0.0	discard	18_5_in_6	Parallel run loop
auto	5.525354288666385	0.0	discard	24_5_in_5	Parallel run loop
auto	4.429123552311169	0.0	discard	20_DOMINO_in_6	Parallel run loop
auto	6.300619479013313	0.0	discard	32_6_in_6	Parallel run loop
auto	4.974408251907489	0.0	discard	30_5_in_6	Parallel run loop
auto	5.319190116042833	0.0	discard	22_6_in_6	Parallel run loop
auto	2.3705954254847907	0.0	discard	7_5_in_6	Parallel run loop
auto	4.42567836789445	0.0	discard	23_5_in_6	Parallel run loop
auto	5.51353827731904	0.0	discard	24_6_in_6	Parallel run loop
auto	6.30935464228326	0.0	keep	29_DOMINO_in_5	Parallel run loop
auto	7.178978529661767	0.0	discard	27_6_in_5	Parallel run loop
auto	1.7945938399089592	0.0	discard	6_DOMINO_in_8	Parallel run loop
auto	5.747359388851401	0.0	discard	26_6_in_6	Parallel run loop
auto	4.142528358899169	0.0	discard	12_DOMINO_in_5	Parallel run loop
auto	4.640973040816348	0.0	discard	17_6_in_6	Parallel run loop
auto	3.923817722381164	0.0	discard	16_DOMINO_in_6	Parallel run loop
auto	3.681234473326062	0.0	discard	14_DOMINO_in_6	Parallel run loop
auto	5.422494851641536	0.0	discard	18_6_in_DOMINO	Parallel run loop
auto	6.68589195690902	0.0	discard	30_DOMINO_in_5	Parallel run loop
auto	4.23160540718142	0.0	discard	14_5_in_5	Parallel run loop
auto	5.858720112624396	0.0	keep	25_DOMINO_in_5	Parallel run loop
auto	5.843198846518677	0.0	discard	27_8_in_8	Parallel run loop
auto	6.810603175471824	0.0	discard	24_6_in_5	Parallel run loop
auto	6.461293660904461	0.0	discard	18_8_in_6	Parallel run loop
auto	2.847707045129096	0.0	discard	15_DOMINO_in_8	Parallel run loop
auto	5.1860614802694025	0.0	discard	21_5_in_5	Parallel run loop
auto	3.9566448613244867	0.0	discard	11_DOMINO_in_5	Parallel run loop
auto	4.623417160105128	0.0	discard	22_DOMINO_in_6	Parallel run loop
auto	5.415758929210213	0.0	discard	21_DOMINO_in_5	Parallel run loop
auto	5.291310888280076	0.0	discard	27_6_in_CIRCLE	Parallel run loop
auto	3.2939446631250693	0.0	discard	24_5_in_8	Parallel run loop
auto	7.073021978092495	0.0	discard	26_6_in_5	Parallel run loop
auto	4.697192598913602	0.0	discard	21_6_in_CIRCLE	Parallel run loop
auto	3.365213031051526	0.0	discard	21_DOMINO_in_8	Parallel run loop
auto	3.992992405697715	0.0	discard	7_8_in_6	Parallel run loop
auto	5.534635079960305	0.0	keep	22_DOMINO_in_5	Parallel run loop
auto	5.7454528433662935	0.0	keep	24_DOMINO_in_5	Parallel run loop
auto	4.51418687182837	0.0	discard	14_DOMINO_in_5	Parallel run loop
auto	2.93656857296528	0.0	discard	9_DOMINO_in_6	Parallel run loop
auto	3.5554405222797687	0.0	discard	13_DOMINO_in_6	Parallel run loop
auto	6.185025339270861	0.0	discard	30_8_in_8	Parallel run loop
auto	3.828751125834083	0.0	discard	10_DOMINO_in_5	Parallel run loop
auto	6.928203614427568	0.0	discard	25_6_in_5	Parallel run loop
auto	3.5899532551528592	0.0	keep	19_6_in_8	Parallel run loop
auto	3.8963555532464844	0.0	discard	19_5_in_6	Parallel run loop
auto	7.492816988915312	0.0	discard	30_6_in_5	Parallel run loop
auto	7.408436139928533	0.0	discard	29_6_in_5	Parallel run loop
auto	7.278282183425351	0.0	discard	28_6_in_5	Parallel run loop
auto	5.289332185447406	0.0	discard	19_DOMINO_in_5	Parallel run loop
auto	6.011915845098962	0.0	discard	28_8_in_8	Parallel run loop
auto	3.8546065814866943	0.0	discard	18_5_in_6	Parallel run loop
auto	6.300619479013313	0.0	discard	32_6_in_6	Parallel run loop
auto	5.525354288666385	0.0	discard	24_5_in_5	Parallel run loop
auto	4.974408251907489	0.0	discard	30_5_in_6	Parallel run loop
auto	5.3021378765621385	0.0	keep	20_DOMINO_in_5	Parallel run loop
auto	4.393830160999579	0.0	discard	20_DOMINO_in_6	Parallel run loop
auto	1.7945938399089592	0.0	discard	6_DOMINO_in_8	Parallel run loop
auto	2.3705954254847907	0.0	discard	7_5_in_6	Parallel run loop
auto	7.178978529661767	0.0	discard	27_6_in_5	Parallel run loop
